plant_id,plant_name,datetime,installed_capacity_mw,actual_generation_mw,water_flow_m3s,turbine_efficiency,outage_flag
H02,River_Gate,2024-03-08 20:30:00,125.0,125.0,218.478,0.86,0
H02,River_Gate,2024-09-06 09:45:00,125.0,69.677,112.238,0.926,0
H01,Andean_Falls,2024-03-14 14:45:00,180.0,180.0,281.437,0.893,0
H03,Canyon_Run,2024-01-03 23:30:00,95.0,84.674,126.578,0.891,0
H02,River_Gate,2024-03-15 00:45:00,125.0,125.0,227.351,0.893,0
H02,River_Gate,2024-06-28 04:00:00,125.0,100.724,159.929,0.916,0
H01,Andean_Falls,2024-09-12 13:30:00,180.0,101.932,143.767,0.88,0
H03,Canyon_Run,2024-04-01 18:00:00,95.0,95.0,147.432,0.89,0
H01,Andean_Falls,2024-04-14 05:15:00,180.0,180.0,274.913,0.939,0
H03,Canyon_Run,2024-05-20 18:30:00,95.0,68.666,112.276,0.856,0
H03,Canyon_Run,2024-06-21 17:45:00,95.0,69.661,106.693,0.869,0
H02,River_Gate,2024-11-15 21:30:00,125.0,88.438,148.803,0.875,0
H03,Canyon_Run,2024-12-30 21:00:00,95.0,87.156,134.664,0.861,0
H01,Andean_Falls,2024-03-07 18:45:00,180.0,180.0,275.877,0.875,0
H01,Andean_Falls,2024-11-15 01:45:00,180.0,109.795,154.187,0.911,0
H02,River_Gate,2024-04-15 04:30:00,125.0,125.0,223.091,0.928,0
H02,River_Gate,2024-01-10 02:30:00,125.0,122.679,192.864,0.935,0
H02,River_Gate,2024-04-30 05:45:00,125.0,125.0,217.765,0.92,0
H02,River_Gate,2024-10-25 23:00:00,125.0,75.262,124.52,0.887,0
H01,Andean_Falls,2024-07-16 12:00:00,180.0,127.809,188.598,0.882,0
H01,Andean_Falls,2024-06-01 22:30:00,180.0,172.218,245.908,0.893,0
H01,Andean_Falls,2024-07-15 03:15:00,180.0,149.955,201.495,0.94,0
H02,River_Gate,2024-07-03 06:00:00,125.0,97.717,155.703,0.933,0
H01,Andean_Falls,2024-10-02 23:30:00,180.0,95.745,134.064,0.876,0
H01,Andean_Falls,2024-05-24 06:00:00,180.0,180.0,248.841,0.946,0
H03,Canyon_Run,2024-01-30 22:30:00,95.0,95.0,143.828,0.9,0
H02,River_Gate,2024-02-21 17:30:00,125.0,125.0,222.302,0.897,0
H03,Canyon_Run,2024-02-04 15:15:00,95.0,93.461,142.406,0.89,0
H03,Canyon_Run,2024-06-24 13:30:00,95.0,62.168,93.861,0.861,0
H02,River_Gate,2024-05-31 11:00:00,125.0,112.146,182.919,0.906,0
H01,Andean_Falls,2024-11-04 17:00:00,180.0,110.196,159.375,0.882,0
H02,River_Gate,2024-02-04 00:15:00,125.0,125.0,211.475,0.921,0
H03,Canyon_Run,2024-09-04 13:45:00,95.0,52.509,75.785,0.863,0
H02,River_Gate,2024-09-17 12:00:00,125.0,73.751,122.331,0.904,0
H01,Andean_Falls,2024-09-13 15:45:00,180.0,91.296,131.593,0.893,0
H02,River_Gate,2024-11-08 22:30:00,125.0,76.606,123.848,0.859,0
H01,Andean_Falls,2024-05-05 19:15:00,180.0,180.0,277.434,0.885,0
H03,Canyon_Run,2024-03-15 15:00:00,95.0,95.0,147.154,0.87,0
H01,Andean_Falls,2024-02-21 10:45:00,180.0,180.0,256.353,0.93,0
H01,Andean_Falls,2024-06-09 01:15:00,180.0,161.633,236.861,0.893,0
H01,Andean_Falls,2024-09-19 19:00:00,180.0,87.915,133.167,0.864,0
H03,Canyon_Run,2024-03-16 10:00:00,95.0,95.0,143.868,0.9,0
H03,Canyon_Run,2024-03-02 11:30:00,95.0,95.0,151.24,0.879,0
H01,Andean_Falls,2024-02-05 14:00:00,180.0,180.0,261.502,0.906,0
H03,Canyon_Run,2024-03-25 07:45:00,95.0,95.0,144.996,0.948,0
H02,River_Gate,2024-03-19 18:30:00,125.0,125.0,218.634,0.859,0
H03,Canyon_Run,2024-07-08 17:15:00,95.0,67.079,101.013,0.89,0
H02,River_Gate,2024-04-27 19:15:00,125.0,115.739,203.66,0.858,0
H02,River_Gate,2024-03-05 11:15:00,125.0,125.0,216.88,0.911,0
H03,Canyon_Run,2024-04-27 08:30:00,95.0,95.0,130.591,0.933,0
H03,Canyon_Run,2024-04-19 13:00:00,95.0,88.063,128.112,0.894,0
H03,Canyon_Run,2024-01-02 13:15:00,95.0,80.997,121.439,0.915,0
H02,River_Gate,2024-12-31 15:45:00,125.0,114.506,185.187,0.908,0
H01,Andean_Falls,2024-01-08 11:00:00,180.0,155.644,224.169,0.904,0
H02,River_Gate,2024-09-26 07:45:00,125.0,72.231,107.811,0.941,0
H02,River_Gate,2024-08-15 22:30:00,125.0,56.201,100.979,0.892,0
H03,Canyon_Run,2024-08-02 03:15:00,95.0,48.287,74.036,0.933,0
H03,Canyon_Run,2024-05-29 16:15:00,95.0,72.64,114.36,0.877,0
H03,Canyon_Run,2024-03-23 19:00:00,95.0,95.0,150.42,0.878,0
H03,Canyon_Run,2024-04-02 17:15:00,95.0,95.0,151.928,0.863,0
H01,Andean_Falls,2024-03-15 01:00:00,180.0,180.0,261.384,0.909,0
H03,Canyon_Run,2024-08-05 09:00:00,95.0,61.105,84.273,0.932,0
H02,River_Gate,2024-03-20 08:15:00,125.0,125.0,225.106,0.941,0
H01,Andean_Falls,2024-03-11 12:30:00,180.0,180.0,282.403,0.882,0
H03,Canyon_Run,2024-07-31 02:00:00,95.0,53.067,72.59,0.893,0
H01,Andean_Falls,2024-08-03 03:00:00,180.0,115.684,162.397,0.918,0
H03,Canyon_Run,2024-03-16 14:15:00,95.0,95.0,162.32,0.889,0
H02,River_Gate,2024-05-06 20:30:00,125.0,124.011,214.221,0.863,0
H02,River_Gate,2024-05-24 02:15:00,125.0,125.0,201.964,0.941,0
H03,Canyon_Run,2024-11-08 08:45:00,95.0,71.726,101.227,0.912,0
H01,Andean_Falls,2024-09-02 22:45:00,180.0,98.482,137.17,0.893,0
H03,Canyon_Run,2024-05-01 00:30:00,95.0,87.58,129.627,0.896,0
H03,Canyon_Run,2024-11-27 23:30:00,95.0,74.745,110.828,0.92,0
H03,Canyon_Run,2024-07-10 04:30:00,95.0,62.045,91.904,0.91,0
H03,Canyon_Run,2024-11-18 09:30:00,95.0,62.436,93.715,0.919,0
H03,Canyon_Run,2024-05-03 02:45:00,95.0,76.267,113.591,0.897,0
H03,Canyon_Run,2024-09-16 07:30:00,95.0,50.104,75.349,0.926,0
H02,River_Gate,2024-07-24 07:00:00,125.0,84.289,130.093,0.928,0
H02,River_Gate,2024-11-14 07:30:00,125.0,90.729,144.705,0.938,0
H03,Canyon_Run,2024-11-12 10:15:00,95.0,73.492,103.159,0.938,0
H02,River_Gate,2024-11-15 09:15:00,125.0,75.131,123.381,0.916,0
H01,Andean_Falls,2024-07-27 14:45:00,180.0,114.703,162.743,0.878,0
H01,Andean_Falls,2024-02-04 06:15:00,180.0,180.0,247.332,0.965,0
H03,Canyon_Run,2024-10-22 10:30:00,95.0,58.303,93.904,0.88,0
H02,River_Gate,2024-08-19 07:00:00,125.0,70.201,112.539,0.938,0
H01,Andean_Falls,2024-08-21 01:15:00,180.0,107.237,154.805,0.901,0
H02,River_Gate,2024-11-16 07:15:00,125.0,84.689,134.932,0.942,0
H01,Andean_Falls,2024-08-24 06:30:00,180.0,99.508,137.395,0.927,0
H01,Andean_Falls,2024-06-24 03:45:00,180.0,152.239,208.841,0.927,0
H02,River_Gate,2024-12-21 01:45:00,125.0,101.939,166.049,0.908,0
H01,Andean_Falls,2024-05-08 21:15:00,180.0,180.0,260.159,0.891,0
H02,River_Gate,2024-07-07 20:15:00,125.0,83.035,146.61,0.859,0
H02,River_Gate,2024-01-05 18:15:00,125.0,111.177,185.549,0.881,0
H02,River_Gate,2024-04-05 07:30:00,125.0,125.0,216.967,0.943,0
H03,Canyon_Run,2024-07-16 09:45:00,95.0,55.949,82.913,0.922,0
H02,River_Gate,2024-02-08 01:45:00,125.0,125.0,211.067,0.885,0
H03,Canyon_Run,2024-10-12 21:15:00,95.0,52.951,81.148,0.879,0
H03,Canyon_Run,2024-09-18 23:15:00,95.0,51.01,72.594,0.898,0
H03,Canyon_Run,2024-03-12 07:30:00,95.0,95.0,151.619,0.934,0
H03,Canyon_Run,2024-11-07 23:30:00,95.0,66.49,94.958,0.907,0
H01,Andean_Falls,2024-01-20 10:30:00,180.0,172.899,244.306,0.911,0
H02,River_Gate,2024-10-18 15:00:00,125.0,69.882,120.316,0.864,0
H01,Andean_Falls,2024-10-06 22:15:00,180.0,97.25,137.284,0.911,0
H02,River_Gate,2024-09-10 19:45:00,125.0,65.72,111.676,0.888,0
H03,Canyon_Run,2024-08-14 00:45:00,95.0,48.435,72.938,0.906,0
H02,River_Gate,2024-03-09 01:00:00,125.0,125.0,219.59,0.912,0
H03,Canyon_Run,2024-03-09 08:30:00,95.0,95.0,160.929,0.929,0
H02,River_Gate,2024-09-05 03:15:00,125.0,65.152,104.208,0.907,0
H03,Canyon_Run,2024-02-16 21:15:00,95.0,95.0,155.719,0.871,0
H03,Canyon_Run,2024-03-21 16:45:00,95.0,95.0,159.29,0.868,0
H01,Andean_Falls,2024-05-25 07:00:00,180.0,180.0,275.069,0.916,0
H02,River_Gate,2024-01-01 17:00:00,125.0,114.291,192.688,0.853,0
H01,Andean_Falls,2024-04-17 23:15:00,180.0,180.0,278.527,0.886,0
H02,River_Gate,2024-03-18 09:45:00,125.0,125.0,212.572,0.954,0
H03,Canyon_Run,2024-07-30 09:15:00,95.0,48.267,71.027,0.913,0
H02,River_Gate,2024-10-13 14:15:00,125.0,63.944,107.959,0.88,0
H03,Canyon_Run,2024-07-27 20:30:00,95.0,56.004,83.882,0.899,0
H03,Canyon_Run,2024-03-12 22:00:00,95.0,95.0,159.404,0.881,0
H02,River_Gate,2024-12-24 10:45:00,125.0,113.744,180.942,0.925,0
H03,Canyon_Run,2024-08-05 01:45:00,95.0,49.515,70.19,0.903,0
H01,Andean_Falls,2024-10-28 10:15:00,180.0,103.923,142.145,0.928,0
H01,Andean_Falls,2024-05-23 19:00:00,180.0,177.182,262.091,0.858,0
H01,Andean_Falls,2024-01-25 08:30:00,180.0,164.987,239.336,0.895,0
H03,Canyon_Run,2024-01-20 11:00:00,95.0,95.0,148.853,0.901,0
H03,Canyon_Run,2024-10-25 11:00:00,95.0,62.193,91.595,0.904,0
H02,River_Gate,2024-04-23 03:00:00,125.0,125.0,212.208,0.92,0
H01,Andean_Falls,2024-03-30 17:15:00,180.0,180.0,280.388,0.878,0
H01,Andean_Falls,2024-08-25 05:15:00,180.0,103.393,143.238,0.918,0
H01,Andean_Falls,2024-10-10 23:15:00,180.0,94.954,134.499,0.884,0
H03,Canyon_Run,2024-12-06 09:00:00,95.0,80.825,116.453,0.925,0
H03,Canyon_Run,2024-02-09 17:45:00,95.0,95.0,155.657,0.874,0
H02,River_Gate,2024-08-29 18:30:00,125.0,70.789,116.093,0.878,0
H03,Canyon_Run,2024-02-08 09:30:00,95.0,95.0,153.324,0.907,0
H02,River_Gate,2024-01-14 17:15:00,125.0,119.909,195.459,0.897,0
H02,River_Gate,2024-02-20 19:45:00,125.0,125.0,211.789,0.875,0
H03,Canyon_Run,2024-11-08 02:30:00,95.0,67.82,105.854,0.882,0
H02,River_Gate,2024-12-12 18:15:00,125.0,94.661,160.119,0.881,0
H01,Andean_Falls,2024-06-01 18:45:00,180.0,168.946,251.875,0.857,0
H03,Canyon_Run,2024-09-09 23:30:00,95.0,54.059,79.638,0.904,0
H01,Andean_Falls,2024-07-21 23:00:00,180.0,135.709,192.904,0.907,0
H01,Andean_Falls,2024-06-04 02:15:00,180.0,169.601,233.81,0.917,0
H01,Andean_Falls,2024-11-11 18:15:00,180.0,113.579,163.717,0.884,0
H03,Canyon_Run,2024-05-05 11:00:00,95.0,95.0,143.832,0.889,0
H03,Canyon_Run,2024-06-16 06:45:00,95.0,77.764,102.697,0.97,0
H02,River_Gate,2024-03-15 15:45:00,125.0,125.0,221.223,0.889,0
H02,River_Gate,2024-07-26 14:45:00,125.0,77.116,127.709,0.852,0
H01,Andean_Falls,2024-12-28 11:00:00,180.0,142.459,201.989,0.926,0
H01,Andean_Falls,2024-04-07 07:30:00,180.0,180.0,283.757,0.92,0
H01,Andean_Falls,2024-01-15 01:15:00,180.0,156.51,225.575,0.903,0
H01,Andean_Falls,2024-01-26 09:45:00,180.0,173.909,243.118,0.919,0
H03,Canyon_Run,2024-11-21 06:00:00,95.0,77.242,110.51,0.921,0
H01,Andean_Falls,2024-04-14 01:45:00,180.0,180.0,284.42,0.894,0
H03,Canyon_Run,2024-06-19 11:45:00,95.0,69.307,99.693,0.911,0
H03,Canyon_Run,2024-08-26 17:00:00,95.0,47.699,71.067,0.865,0
H02,River_Gate,2024-08-21 07:30:00,125.0,62.736,106.556,0.921,0
H01,Andean_Falls,2024-02-28 17:30:00,180.0,176.412,266.878,0.838,0
H02,River_Gate,2024-04-28 09:30:00,125.0,125.0,205.606,0.928,0
H03,Canyon_Run,2024-04-25 18:45:00,95.0,87.927,135.938,0.849,0
H02,River_Gate,2024-01-24 12:00:00,125.0,121.664,201.843,0.877,0
H01,Andean_Falls,2024-02-06 16:30:00,180.0,168.11,246.398,0.878,0
H01,Andean_Falls,2024-09-13 09:00:00,180.0,103.718,141.954,0.93,0
H02,River_Gate,2024-09-18 23:00:00,125.0,67.726,105.879,0.909,0
H03,Canyon_Run,2024-12-10 05:30:00,95.0,87.577,125.647,0.918,0
H02,River_Gate,2024-06-15 12:00:00,125.0,103.546,169.903,0.905,0
H01,Andean_Falls,2024-01-19 00:00:00,180.0,162.424,236.051,0.886,0
H02,River_Gate,2024-01-14 18:00:00,125.0,116.888,200.734,0.875,0
H03,Canyon_Run,2024-10-25 16:00:00,95.0,54.74,83.005,0.838,0
H03,Canyon_Run,2024-12-27 04:30:00,95.0,94.002,132.216,0.939,0
H02,River_Gate,2024-09-24 23:45:00,125.0,65.267,,0.898,0
H01,Andean_Falls,2024-09-07 14:45:00,180.0,98.525,145.323,0.893,0
H01,Andean_Falls,2024-01-24 01:00:00,180.0,169.355,242.338,0.9,0
H02,River_Gate,2024-07-02 19:30:00,125.0,90.185,149.345,0.864,0
H01,Andean_Falls,2024-04-01 22:45:00,180.0,180.0,272.625,0.886,0
H02,River_Gate,2024-01-04 18:00:00,125.0,109.637,181.843,0.884,0
H02,River_Gate,2024-01-21 14:45:00,125.0,119.185,200.261,0.87,0
H01,Andean_Falls,2024-02-03 18:30:00,180.0,161.179,242.037,0.858,0
H01,Andean_Falls,2024-07-19 18:15:00,180.0,129.657,193.272,0.869,0
H02,River_Gate,2024-07-07 13:00:00,125.0,84.863,134.673,0.925,0
H03,Canyon_Run,2024-06-27 11:30:00,95.0,69.396,98.181,0.907,0
H02,River_Gate,2024-08-30 15:15:00,125.0,65.457,108.489,0.854,0
H02,River_Gate,2024-09-11 01:45:00,125.0,71.428,114.468,0.927,0
H01,Andean_Falls,2024-09-06 14:30:00,180.0,94.03,137.112,0.891,0
H02,River_Gate,2024-03-12 13:15:00,125.0,125.0,219.007,0.897,0
H02,River_Gate,2024-11-05 09:30:00,125.0,71.32,120.014,0.904,0
H02,River_Gate,2024-09-01 05:45:00,125.0,68.097,109.981,0.936,0
H03,Canyon_Run,2024-08-21 12:15:00,95.0,53.275,81.33,0.908,0
H01,Andean_Falls,2024-01-09 17:30:00,180.0,152.325,229.379,0.865,0
H02,River_Gate,2024-11-24 03:45:00,125.0,94.037,145.374,0.917,0
H01,Andean_Falls,2024-12-21 21:45:00,180.0,128.13,182.892,0.901,0
H01,Andean_Falls,2024-06-21 21:30:00,180.0,151.743,219.472,0.886,0
H03,Canyon_Run,2024-12-28 08:15:00,95.0,91.739,130.403,0.91,0
H01,Andean_Falls,2024-03-29 11:00:00,180.0,180.0,282.159,0.92,0
H03,Canyon_Run,2024-03-05 02:00:00,95.0,91.641,132.514,0.917,0
H01,Andean_Falls,2024-02-12 10:00:00,180.0,177.503,243.423,0.93,0
H01,Andean_Falls,2024-01-10 17:15:00,180.0,141.733,213.858,0.845,0
H03,Canyon_Run,2024-10-25 14:45:00,95.0,58.843,92.189,0.883,0
H01,Andean_Falls,2024-03-30 04:45:00,180.0,180.0,291.112,0.927,0
H02,River_Gate,2024-01-10 12:15:00,125.0,106.767,177.651,0.891,0
H03,Canyon_Run,2024-11-16 06:15:00,95.0,67.62,99.359,0.914,0
H02,River_Gate,2024-10-11 12:30:00,125.0,61.781,107.343,0.884,0
H03,Canyon_Run,2024-05-12 07:00:00,95.0,0.0,0.0,0.0,1
H02,River_Gate,2024-03-30 20:15:00,125.0,125.0,222.511,0.881,0
H02,River_Gate,2024-11-24 10:00:00,125.0,91.016,149.634,0.906,0
H02,River_Gate,2024-08-25 10:00:00,125.0,73.857,117.628,0.937,0
H03,Canyon_Run,2024-05-08 21:15:00,95.0,84.011,122.16,0.895,0
H03,Canyon_Run,2024-08-28 17:15:00,95.0,52.947,78.178,0.892,0
H03,Canyon_Run,2024-11-09 10:45:00,95.0,65.613,94.867,0.921,0
H03,Canyon_Run,2024-04-27 13:30:00,95.0,92.789,140.929,0.862,0
H01,Andean_Falls,2024-07-01 07:30:00,180.0,159.788,217.999,0.942,0
H01,Andean_Falls,2024-10-04 15:15:00,180.0,91.548,139.162,0.863,0
H03,Canyon_Run,2024-11-07 11:30:00,95.0,67.037,100.621,0.918,0
H03,Canyon_Run,2024-05-17 20:00:00,95.0,95.0,138.115,0.904,0
H03,Canyon_Run,2024-02-25 22:00:00,95.0,95.0,152.316,0.898,0
H03,Canyon_Run,2024-02-28 17:00:00,95.0,95.0,148.23,0.881,0
H03,Canyon_Run,2024-01-25 16:15:00,95.0,89.359,136.345,0.88,0
H03,Canyon_Run,2024-05-13 19:30:00,95.0,91.179,139.564,0.868,0
H01,Andean_Falls,2024-01-10 05:15:00,180.0,168.042,229.634,0.939,0
H01,Andean_Falls,2024-08-19 21:15:00,180.0,96.37,143.008,0.852,0
H03,Canyon_Run,2024-02-12 22:45:00,95.0,118.75755035364416,154.162,0.894,0
H03,Canyon_Run,2024-04-03 06:30:00,95.0,95.0,142.676,0.934,0
H02,River_Gate,2024-04-07 11:00:00,125.0,125.0,-225.573,0.899,0
H02,River_Gate,2024-01-27 20:00:00,125.0,120.024,201.604,0.87,0
H02,River_Gate,2024-04-22 18:30:00,125.0,118.12,205.092,0.877,0
H01,Andean_Falls,2024-06-24 23:45:00,180.0,148.55,216.699,0.877,0
H01,Andean_Falls,2024-08-26 17:30:00,180.0,100.651,146.878,0.853,0
H03,Canyon_Run,2024-01-31 21:30:00,95.0,95.0,143.385,0.887,0
H02,River_Gate,2024-11-14 09:45:00,125.0,84.661,136.866,0.914,0
H02,River_Gate,2024-12-22 12:30:00,125.0,96.491,164.299,0.88,0
H03,Canyon_Run,2024-05-08 07:45:00,95.0,90.096,129.394,0.917,0
H03,Canyon_Run,2024-11-26 16:15:00,95.0,85.955,130.329,0.877,0
H01,Andean_Falls,2024-03-06 22:30:00,180.0,180.0,-290.295,0.904,0
H02,River_Gate,2024-07-17 13:15:00,125.0,77.994,128.827,0.902,0
H03,Canyon_Run,2024-05-23 01:45:00,95.0,79.927,116.003,0.909,0
H02,River_Gate,2024-01-04 21:30:00,125.0,103.871,169.244,0.88,0
H03,Canyon_Run,2024-02-12 07:30:00,95.0,95.0,153.375,0.938,0
H02,River_Gate,2024-08-13 13:45:00,125.0,70.766,113.214,0.869,0
H01,Andean_Falls,2024-03-31 10:45:00,180.0,180.0,290.662,0.926,0
H03,Canyon_Run,2024-11-11 09:45:00,95.0,73.705,103.217,0.932,0
H03,Canyon_Run,2024-07-11 22:00:00,95.0,54.368,81.664,0.884,0
H03,Canyon_Run,2024-06-27 20:15:00,95.0,65.571,103.604,0.853,0
H03,Canyon_Run,2024-02-29 07:30:00,95.0,95.0,158.885,0.929,0
H02,River_Gate,2024-11-30 04:00:00,125.0,86.688,149.538,0.906,0
H01,Andean_Falls,2024-04-20 14:30:00,180.0,180.0,293.501,0.896,0
H02,River_Gate,2024-06-30 10:15:00,125.0,90.003,152.271,0.89,0
H03,Canyon_Run,2024-11-30 09:15:00,95.0,82.227,118.805,0.924,0
H03,Canyon_Run,2024-11-29 04:30:00,95.0,71.812,104.279,0.941,0
H02,River_Gate,2024-05-26 10:30:00,125.0,125.0,196.434,0.93,0
H03,Canyon_Run,2024-11-21 08:30:00,95.0,77.839,110.29,0.92,0
H01,Andean_Falls,2024-09-08 22:00:00,180.0,94.659,139.043,0.89,0
H02,River_Gate,2024-09-07 23:30:00,125.0,71.901,111.933,0.911,0
H03,Canyon_Run,2024-01-29 02:45:00,95.0,95.0,139.249,0.919,0
H01,Andean_Falls,2024-01-15 01:00:00,180.0,169.191,235.267,0.915,0
H03,Canyon_Run,2024-05-02 04:00:00,95.0,89.867,129.008,0.919,0
H02,River_Gate,2024-05-20 01:00:00,125.0,122.11,199.084,0.899,0
H03,Canyon_Run,2024-08-05 10:45:00,95.0,57.708,88.884,0.907,0
H02,River_Gate,2024-04-16 00:45:00,125.0,125.0,212.471,0.883,0
H01,Andean_Falls,2024-11-08 10:15:00,180.0,108.382,146.335,0.933,0
H01,Andean_Falls,2024-03-24 00:00:00,180.0,180.0,268.487,0.889,0
H01,Andean_Falls,2024-05-05 15:00:00,180.0,180.0,271.564,0.86,0
H02,River_Gate,2024-08-07 16:30:00,125.0,73.357,115.738,0.892,0
H02,River_Gate,2024-03-31 07:45:00,125.0,125.0,218.206,0.936,0
H02,River_Gate,2024-12-14 09:15:00,125.0,91.369,152.044,0.917,0
H02,River_Gate,2024-01-25 01:00:00,125.0,118.131,193.867,0.906,0
H02,River_Gate,2024-12-29 12:00:00,125.0,106.201,168.873,0.918,0
H01,Andean_Falls,2024-06-13 14:45:00,180.0,157.531,230.575,0.887,0
H03,Canyon_Run,2024-09-01 19:15:00,95.0,53.219,78.394,0.874,0
H01,Andean_Falls,2024-03-18 04:45:00,180.0,180.0,284.815,0.927,0
H01,Andean_Falls,2024-09-25 22:45:00,180.0,90.322,132.647,0.884,0
H01,Andean_Falls,2024-05-20 09:45:00,180.0,180.0,258.81,0.923,0
H03,Canyon_Run,2024-09-13 11:30:00,95.0,57.681,84.884,0.893,0
H01,Andean_Falls,2024-08-22 02:15:00,180.0,104.197,150.383,0.927,0
H01,Andean_Falls,2024-02-16 20:00:00,180.0,177.231,254.9,0.878,0
H01,Andean_Falls,2024-01-17 10:00:00,180.0,158.463,218.872,0.925,0
H01,Andean_Falls,2024-05-15 00:30:00,180.0,180.0,254.974,0.92,0
H01,Andean_Falls,2024-07-17 02:30:00,180.0,136.014,188.046,0.928,0
H03,Canyon_Run,2024-01-12 05:45:00,95.0,95.0,150.532,0.932,0
H01,Andean_Falls,2024-03-07 02:45:00,180.0,180.0,284.725,0.935,0
H02,River_Gate,2024-03-11 07:30:00,125.0,125.0,216.098,0.962,0
H03,Canyon_Run,2024-12-31 22:00:00,95.0,89.294,134.947,0.882,0
H02,River_Gate,2024-09-15 01:45:00,125.0,59.771,92.804,0.927,0
H03,Canyon_Run,2024-06-10 12:30:00,95.0,68.772,106.935,0.903,0
H03,Canyon_Run,2024-06-02 23:30:00,95.0,83.897,118.497,0.901,0
H03,Canyon_Run,2024-06-22 01:30:00,95.0,70.126,98.345,0.923,0
H03,Canyon_Run,2024-08-26 20:15:00,95.0,47.71,71.333,0.871,0
H02,River_Gate,2024-05-31 12:00:00,125.0,117.917,189.38,0.902,0
H01,Andean_Falls,2024-05-28 22:30:00,180.0,180.0,258.734,0.906,0
H02,River_Gate,2024-07-09 03:00:00,125.0,89.89,140.602,0.918,0
H01,Andean_Falls,2024-07-28 08:15:00,180.0,143.973,200.237,0.93,0
H02,River_Gate,2024-11-15 13:30:00,125.0,81.709,131.633,0.898,0
H02,River_Gate,2024-01-22 00:00:00,125.0,125.0,207.377,0.91,0
H02,River_Gate,2024-02-16 10:45:00,125.0,125.0,209.23,0.935,0
H03,Canyon_Run,2024-07-17 16:00:00,95.0,49.185,78.054,0.882,0
H03,Canyon_Run,2024-08-16 02:30:00,95.0,45.227,75.429,0.887,0
H01,Andean_Falls,2024-02-12 06:30:00,180.0,180.0,254.863,0.944,0
H03,Canyon_Run,2024-11-29 23:00:00,95.0,82.521,118.959,0.887,0
H03,Canyon_Run,2024-10-09 19:45:00,95.0,53.701,81.989,0.885,0
H01,Andean_Falls,2024-07-03 12:15:00,180.0,142.524,206.968,0.885,0
H03,Canyon_Run,2024-02-16 17:15:00,95.0,95.0,151.174,0.864,0
H01,Andean_Falls,2024-12-30 00:45:00,180.0,142.897,197.232,0.911,0
H03,Canyon_Run,2024-11-15 20:15:00,95.0,73.118,107.101,0.879,0
H01,Andean_Falls,2024-08-08 05:15:00,180.0,115.566,163.412,0.924,0
H01,Andean_Falls,2024-01-01 17:30:00,180.0,149.148,211.48,0.903,0
H02,River_Gate,2024-07-17 07:00:00,125.0,80.924,130.44,0.931,0
H01,Andean_Falls,2024-06-13 05:30:00,180.0,157.41,223.211,0.935,0
H01,Andean_Falls,2024-06-22 16:00:00,180.0,155.227,217.445,0.905,0
H02,River_Gate,2024-03-14 19:15:00,125.0,125.0,216.415,0.873,0
H03,Canyon_Run,2024-06-25 01:00:00,95.0,64.696,92.765,0.919,0
H01,Andean_Falls,2024-03-05 10:00:00,180.0,180.0,268.166,0.925,0
H01,Andean_Falls,2024-11-02 18:15:00,180.0,101.985,151.034,0.88,0
H01,Andean_Falls,2024-09-18 23:00:00,180.0,99.258,142.479,0.899,0
H01,Andean_Falls,2024-01-15 14:30:00,180.0,164.619,237.367,0.896,0
H02,River_Gate,2024-02-22 18:30:00,125.0,125.0,220.428,0.868,0
H03,Canyon_Run,2024-12-03 17:00:00,95.0,76.247,118.48,0.865,0
H01,Andean_Falls,2024-06-04 21:45:00,180.0,170.129,249.848,0.87,0
H02,River_Gate,2024-12-19 02:00:00,125.0,101.714,163.377,0.928,0
H03,Canyon_Run,2024-10-09 00:15:00,95.0,48.57,73.818,0.908,0
H01,Andean_Falls,2024-06-03 14:15:00,180.0,170.377,251.963,0.865,0
H01,Andean_Falls,2024-08-03 04:30:00,180.0,106.729,156.66,0.913,0
H01,Andean_Falls,2024-12-13 05:30:00,180.0,126.636,174.349,0.934,0
H03,Canyon_Run,2024-02-05 17:15:00,95.0,95.0,144.541,0.877,0
H02,River_Gate,2024-10-29 13:45:00,125.0,76.975,122.198,0.887,0
H02,River_Gate,2024-03-31 09:00:00,125.0,125.0,216.65,0.922,0
H02,River_Gate,2024-08-20 02:45:00,125.0,75.22,122.609,0.912,0
H02,River_Gate,2024-10-22 14:45:00,125.0,70.43,113.481,0.916,0
H01,Andean_Falls,2024-05-23 18:00:00,180.0,167.16,249.832,0.862,0
H03,Canyon_Run,2024-09-29 05:30:00,95.0,46.314,67.003,0.92,0
H03,Canyon_Run,2024-01-11 15:15:00,95.0,93.886,138.54,0.883,0
H01,Andean_Falls,2024-05-21 06:15:00,180.0,180.0,250.424,0.913,0
H01,Andean_Falls,2024-11-21 03:45:00,180.0,112.856,158.166,0.912,0
H01,Andean_Falls,2024-10-13 21:45:00,180.0,92.681,135.724,0.874,0
H02,River_Gate,2024-03-03 10:45:00,125.0,125.0,228.425,0.902,0
H03,Canyon_Run,2024-01-23 07:30:00,95.0,95.0,143.531,0.919,0
H02,River_Gate,2024-05-17 07:15:00,125.0,123.225,192.98,0.954,0
H02,River_Gate,2024-12-13 14:45:00,125.0,98.66,164.154,0.876,0
H01,Andean_Falls,2024-06-06 12:30:00,180.0,159.454,232.222,0.886,0
H03,Canyon_Run,2024-12-21 05:00:00,95.0,87.27,123.917,0.938,0
H02,River_Gate,2024-06-24 21:45:00,125.0,95.981,157.951,0.884,0
