river_basin,plant_id,datetime,reservoir_level_m,inflow_m3s,rainfall_mm,temperature_c
Basin_A,H01,2024-09-29 17:00:00,1250.146,137.613,0.0,13.189
Basin_B,H02,2024-09-06 19:30:00,980.839,115.447,0.007,12.24
Basin_C,H03,2024-12-17 04:30:00,3093.783,127.094,0.786,11.895
Basin_A,H01,2024-06-12 05:45:00,1249.802,246.092,0.279,19.378
Basin_C,H03,2024-09-12 09:15:00,3094.87,79.707,0.0,10.275
Basin_A,H01,2024-05-30 01:30:00,1250.564,262.454,0.852,20.206
Basin_C,H03,2024-03-01 00:15:00,3101.345,163.928,0.479,17.512
Basin_B,H02,2024-01-13 16:00:00,980.018,201.528,0.311,17.074
Basin_C,H03,2024-06-20 21:15:00,3097.043,101.329,0.449,14.931
Basin_B,H02,2024-02-07 15:30:00,981.166,220.988,1.257,18.171
Basin_C,H03,2024-12-17 10:15:00,3093.983,131.784,0.542,13.108
Basin_B,H02,2024-11-15 01:00:00,981.132,151.605,0.55,13.247
Basin_B,H02,2024-02-07 19:30:00,980.953,215.458,0.399,17.871
Basin_C,H03,2024-08-09 22:00:00,3095.197,82.521,0.0,11.938
Basin_A,H01,2024-07-18 19:15:00,1169.9234394096534,188.6,0.474,17.186
Basin_B,H02,2024-01-09 18:30:00,980.234,213.601,0.498,16.837
Basin_B,H02,2024-11-09 18:15:00,980.97,135.931,0.375,12.918
Basin_B,H02,2024-06-05 18:30:00,979.947,180.219,0.104,18.447
Basin_A,H01,2024-09-09 11:15:00,1249.323,140.898,0.0,13.259
Basin_B,H02,2024-05-03 08:45:00,981.173,214.87,0.672,19.074
Basin_C,H03,2024-10-07 21:30:00,3095.371,79.495,0.046,10.061
Basin_A,H01,2024-10-26 05:45:00,1249.976,157.698,0.0,15.745
Basin_C,H03,2024-09-03 13:45:00,3094.566,76.768,0.042,9.843
Basin_B,H02,2024-08-17 15:30:00,982.029,129.818,0.077,13.621
Basin_A,H01,2024-12-21 07:15:00,1249.864,205.469,0.107,16.789
Basin_A,H01,2024-03-26 13:15:00,1252.831,290.787,0.807,22.14
Basin_C,H03,2024-07-26 20:45:00,3095.696,81.794,0.0,12.913
Basin_B,H02,2024-07-12 17:15:00,981.629,147.308,0.219,15.227
Basin_B,H02,2024-11-22 06:00:00,981.198,156.533,1.038,13.773
Basin_B,H02,2024-03-28 03:45:00,982.161,233.172,0.463,20.459
Basin_C,H03,2024-11-01 08:45:00,3096.304,104.054,0.442,10.537
Basin_A,H01,2024-10-26 04:45:00,1249.717,147.327,0.0,15.259
Basin_C,H03,2024-01-06 00:30:00,3100.557,137.831,0.409,14.07
Basin_C,H03,2024-02-15 11:00:00,3100.529,157.199,0.395,16.723
Basin_C,H03,2024-12-04 12:30:00,3095.84,129.323,0.651,11.638
Basin_C,H03,2024-12-05 03:45:00,3095.501,115.7,0.643,12.98
Basin_C,H03,2024-11-14 12:30:00,3094.821,108.051,0.592,10.992
Basin_C,H03,2024-11-13 16:15:00,3094.603,102.871,0.205,10.086
Basin_B,H02,2024-11-16 20:45:00,980.754,138.48,0.413,13.307
Basin_B,H02,2024-02-26 00:45:00,981.667,240.015,0.994,19.372
Basin_C,H03,2024-07-27 08:15:00,3095.588,84.749,0.208,11.936
Basin_B,H02,2024-04-20 07:30:00,981.682,223.516,0.342,19.604
Basin_B,H02,2024-09-14 18:30:00,980.129,118.795,0.029,11.886
Basin_B,H02,2024-04-04 11:00:00,982.256,238.02,0.414,19.516
Basin_B,H02,2024-08-09 03:45:00,981.466,119.199,0.006,14.538
Basin_A,H01,2024-11-02 07:30:00,1250.149,149.908,0.038,14.613
Basin_C,H03,2024-08-07 02:15:00,3095.354,87.845,0.132,10.366
Basin_A,H01,2024-12-14 22:45:00,1249.479,199.487,0.57,17.216
Basin_B,H02,2024-11-30 23:45:00,980.783,155.464,0.146,13.551
Basin_A,H01,2024-01-01 21:45:00,1249.98,223.294,0.494,17.418
Basin_B,H02,2024-10-27 19:15:00,979.509,119.866,0.319,12.498
Basin_C,H03,2024-07-20 13:00:00,3096.307,92.089,0.287,12.716
Basin_B,H02,2024-01-06 16:00:00,980.147,206.555,0.339,15.601
Basin_C,H03,2024-11-16 07:15:00,3094.724,106.343,0.369,11.051
Basin_B,H02,2024-10-13 15:45:00,979.056,113.351,0.13,11.628
Basin_B,H02,2024-06-04 21:15:00,979.689,188.028,0.384,17.363
Basin_A,H01,2024-09-04 22:45:00,1249.649,149.329,0.0,14.976
Basin_A,H01,2024-12-17 11:00:00,1249.477,203.379,0.749,17.161
Basin_B,H02,2024-06-07 13:45:00,979.878,190.533,0.524,17.502
Basin_A,H01,2024-08-19 23:30:00,1249.564,155.118,0.0,16.1
Basin_A,H01,2024-07-23 20:00:00,1249.732,197.589,0.069,16.005
Basin_B,H02,2024-01-23 05:30:00,980.969,218.001,0.647,17.136
Basin_C,H03,2024-07-11 20:15:00,3096.838,86.598,0.0,13.727
Basin_B,H02,2024-07-25 16:00:00,981.602,136.936,0.291,13.841
Basin_A,H01,2024-12-05 08:45:00,1248.314,178.115,0.124,16.275
Basin_A,H01,2024-11-06 16:00:00,1249.89,151.189,0.029,14.755
Basin_C,H03,2024-07-27 05:45:00,3095.534,77.635,0.512,12.901
Basin_C,H03,2024-01-25 15:30:00,3100.578,150.646,0.47,15.298
Basin_C,H03,2024-05-27 15:45:00,3097.425,125.132,0.008,15.966
Basin_B,H02,2024-04-17 10:00:00,981.769,222.846,0.351,18.415
Basin_A,H01,2024-12-09 08:00:00,1248.577,188.208,0.23,17.194
Basin_B,H02,2024-04-01 15:00:00,982.425,233.05,0.588,19.18
Basin_B,H02,2024-07-27 15:45:00,981.195,128.223,0.0,14.475
Basin_C,H03,2024-08-28 20:30:00,3094.607,81.624,0.0,11.335
Basin_B,H02,2024-01-12 18:30:00,979.809,193.774,0.427,17.228
Basin_B,H02,2024-10-26 13:45:00,979.299,118.19,0.505,11.804
Basin_B,H02,2024-11-29 20:15:00,980.83,152.851,0.128,13.547
Basin_A,H01,2024-08-29 09:30:00,1249.983,154.143,0.0,14.77
Basin_C,H03,2024-03-30 16:15:00,3101.895,161.502,0.276,18.632
Basin_B,H02,2024-08-28 07:15:00,981.243,121.52,0.486,13.024
Basin_B,H02,2024-05-20 21:15:00,980.209,205.009,0.275,18.877
Basin_C,H03,2024-07-14 16:15:00,3097.026,98.79,0.273,12.354
Basin_A,H01,2024-03-16 19:15:00,1252.509,293.887,0.496,21.056
Basin_C,H03,2024-08-31 23:15:00,3094.381,71.394,0.01,9.134
Basin_A,H01,2024-01-30 11:45:00,1250.426,252.379,0.363,20.071
Basin_C,H03,2024-09-14 10:00:00,3095.11,88.351,0.042,11.111
Basin_B,H02,2024-07-27 16:15:00,981.373,136.471,0.136,14.179
Basin_A,H01,2024-07-14 16:30:00,1249.019,206.008,0.823,17.331
Basin_A,H01,2024-02-23 04:00:00,1251.309,283.989,0.577,19.751
Basin_A,H01,2024-11-29 00:00:00,1249.148,179.697,0.29,15.059
Basin_C,H03,2024-10-25 02:30:00,3095.934,100.846,0.121,10.975
Basin_B,H02,2024-03-26 21:45:00,982.176,232.564,0.594,19.38
Basin_B,H02,2024-12-30 09:15:00,980.588,194.523,0.534,15.743
Basin_B,H02,2024-07-02 11:30:00,980.202,155.096,0.0,16.146
Basin_C,H03,2024-08-24 01:00:00,3094.957,85.769,0.227,10.156
Basin_B,H02,2024-06-22 10:15:00,979.784,161.289,0.746,16.064
Basin_A,H01,2024-10-20 06:15:00,1249.676,143.61,0.759,14.921
Basin_B,H02,2024-05-09 13:00:00,980.945,221.37,0.471,18.738
Basin_B,H02,2024-06-09 14:30:00,979.845,183.608,0.177,18.369
Basin_B,H02,2024-12-28 16:15:00,980.506,191.701,0.61,15.172
Basin_B,H02,2024-03-22 12:30:00,982.064,228.39,0.459,19.885
Basin_A,H01,2024-02-14 22:15:00,1250.811,276.042,0.506,20.898
Basin_B,H02,2024-05-09 01:45:00,980.845,215.879,0.841,19.846
Basin_A,H01,2024-07-29 03:00:00,1250.09,183.602,0.167,15.657
Basin_A,H01,2024-01-06 23:15:00,1250.117,226.603,0.741,18.163
Basin_B,H02,2024-05-15 13:30:00,980.303,207.338,0.244,18.096
Basin_C,H03,2024-11-11 05:30:00,3094.406,90.533,0.18,11.293
Basin_A,H01,2024-10-11 00:00:00,1250.081,153.31,0.0,13.842
Basin_B,H02,2024-03-01 14:00:00,981.096,235.57,0.422,19.784
Basin_A,H01,2024-03-04 02:45:00,1252.213,292.166,0.868,20.161
Basin_C,H03,2024-05-12 15:45:00,3099.039,143.041,0.106,17.205
Basin_B,H02,2024-12-21 07:30:00,980.846,182.805,0.263,14.942
Basin_B,H02,2024-12-10 05:00:00,980.652,163.133,0.405,13.693
Basin_B,H02,2024-01-01 13:30:00,980.099,184.648,0.352,15.504
Basin_A,H01,2024-08-04 20:30:00,1250.367,187.778,0.52,15.829
Basin_B,H02,2024-12-15 04:30:00,981.336,172.473,0.836,15.239
Basin_B,H02,2024-04-20 14:45:00,981.974,239.14,0.761,20.323
Basin_C,H03,2024-03-10 14:00:00,3101.069,162.556,0.533,17.166
Basin_C,H03,2024-08-08 21:30:00,3095.096,73.58,0.089,11.88
Basin_B,H02,2024-03-23 00:00:00,981.873,229.087,0.625,19.307
Basin_C,H03,2024-08-08 11:00:00,3095.318,84.382,0.0,11.312
Basin_C,H03,2024-04-28 23:45:00,3100.051,147.173,0.251,18.102
Basin_A,H01,2024-11-20 04:00:00,1249.414,181.247,0.0,14.666
Basin_C,H03,2024-10-29 02:30:00,3095.661,95.622,0.31,11.533
Basin_C,H03,2024-08-17 11:45:00,3095.163,87.049,0.127,10.78
Basin_B,H02,2024-11-21 08:45:00,981.178,171.953,0.092,14.124
Basin_A,H01,2024-04-05 19:15:00,1253.113,305.255,0.498,22.49
Basin_A,H01,2024-08-16 23:30:00,1249.628,162.26,0.391,15.596
Basin_A,H01,2024-12-05 20:15:00,1248.425,189.504,0.141,15.791
Basin_B,H02,2024-04-13 22:00:00,982.302,230.993,0.583,20.399
Basin_C,H03,2024-07-10 13:15:00,3097.121,91.879,0.096,13.062
Basin_C,H03,2024-04-03 00:00:00,3101.647,158.258,0.28,18.367
Basin_B,H02,2024-03-12 20:30:00,982.118,234.367,0.397,20.243
Basin_B,H02,2024-07-27 07:45:00,981.328,132.175,0.241,14.096
Basin_C,H03,2024-02-28 15:15:00,3101.07,161.358,0.447,18.508
Basin_C,H03,2024-05-24 21:30:00,3097.516,128.632,0.628,17.035
Basin_A,H01,2024-01-18 00:00:00,1249.998,239.556,0.74,19.703
Basin_B,H02,2024-08-13 21:15:00,981.789,126.729,0.296,12.401
Basin_B,H02,2024-12-27 17:15:00,980.661,191.7,0.416,16.222
Basin_C,H03,2024-02-11 00:00:00,3100.848,158.468,0.774,17.15
Basin_C,H03,2024-04-17 09:15:00,3101.299,152.438,0.489,18.604
Basin_A,H01,2024-10-31 11:45:00,1250.118,151.666,0.0,14.927
Basin_C,H03,2024-01-28 18:15:00,3100.887,166.026,0.523,14.694
Basin_A,H01,2024-01-23 05:00:00,1250.286,-258.656,0.248,18.838
Basin_B,H02,2024-12-26 11:30:00,980.402,180.032,0.57,16.095
Basin_A,H01,2024-09-06 03:15:00,1249.38,157.17,0.385,15.769
Basin_B,H02,2024-07-04 22:15:00,980.401,154.833,0.009,15.66
Basin_C,H03,2024-08-05 19:30:00,3095.542,88.07,0.116,11.665
Basin_A,H01,2024-08-30 20:45:00,1249.931,145.205,0.389,14.451
Basin_B,H02,2024-05-10 03:15:00,980.943,221.035,0.734,19.506
Basin_B,H02,2024-03-13 22:30:00,981.607,223.331,0.439,19.725
Basin_C,H03,2024-09-20 04:15:00,3095.828,80.199,0.337,9.6
Basin_C,H03,2024-03-03 14:30:00,3101.165,164.316,0.634,17.564
Basin_A,H01,2024-12-30 04:00:00,1249.461,213.804,0.116,18.406
Basin_C,H03,2024-07-24 07:30:00,3095.758,82.54,0.399,13.241
Basin_C,H03,2024-07-12 08:00:00,3096.971,89.189,0.0,13.525
Basin_C,H03,2024-10-13 19:00:00,3095.505,89.911,0.315,10.554
Basin_A,H01,2024-04-27 13:45:00,1252.504,280.974,0.886,20.97
Basin_C,H03,2024-12-21 20:30:00,3094.666,128.403,1.623,14.371
Basin_B,H02,2024-02-14 21:45:00,980.784,215.98,0.453,18.704
Basin_B,H02,2024-05-01 12:30:00,981.454,216.92,0.291,19.326
Basin_C,H03,2024-09-17 23:00:00,3095.839,79.871,0.315,10.243
Basin_C,H03,2024-12-17 11:00:00,3093.892,127.42,0.773,13.71
Basin_C,H03,2024-06-07 14:30:00,3097.188,113.133,0.09,15.811
Basin_A,H01,2024-12-20 10:15:00,1249.934,213.565,0.212,18.086
Basin_B,H02,2024-02-28 02:30:00,981.483,231.191,0.418,19.485
Basin_B,H02,2024-11-12 18:45:00,981.35,140.381,0.569,13.96
Basin_B,H02,2024-12-15 12:45:00,981.365,180.707,0.21,14.591
Basin_A,H01,2024-07-04 20:00:00,1248.891,217.247,0.357,17.528
Basin_A,H01,2024-05-27 02:15:00,1250.935,261.77,0.29,20.22
Basin_B,H02,2024-12-01 14:15:00,980.705,152.915,0.154,14.486
Basin_C,H03,2024-06-02 07:15:00,3096.635,116.047,0.0,15.331
Basin_A,H01,2024-05-06 22:30:00,1251.657,285.593,1.159,20.715
Basin_B,H02,2024-07-20 05:00:00,981.687,151.111,0.011,15.674
Basin_B,H02,2024-07-21 17:45:00,981.579,152.244,0.005,14.791
Basin_A,H01,2024-09-25 07:00:00,1249.711,132.537,1.485,14.568
Basin_B,H02,2024-02-12 15:00:00,980.915,228.836,1.25,19.413
Basin_C,H03,2024-02-26 20:15:00,3101.251,154.214,0.875,18.23
Basin_C,H03,2024-01-11 19:45:00,3100.863,150.581,0.661,13.82
Basin_B,H02,2024-02-27 03:45:00,981.424,226.387,0.437,20.039
Basin_A,H01,2024-04-21 12:30:00,1252.645,292.474,1.14,21.189
Basin_C,H03,2024-02-18 12:45:00,3101.041,155.425,1.204,16.894
Basin_C,H03,2024-01-25 16:30:00,3100.632,155.339,0.541,15.737
Basin_C,H03,2024-06-30 14:00:00,3097.605,99.616,0.0,14.637
Basin_A,H01,2024-05-01 00:45:00,1252.13,292.131,0.423,21.091
Basin_A,H01,2024-08-13 02:45:00,1250.446,178.357,0.011,14.813
Basin_B,H02,2024-04-28 17:00:00,981.035,208.857,0.389,20.842
Basin_A,H01,2024-03-10 10:45:00,1251.895,290.525,0.539,21.447
Basin_B,H02,2024-12-14 17:00:00,981.25,176.629,0.813,13.391
Basin_A,H01,2024-11-03 13:00:00,1249.692,141.708,0.0,13.833
Basin_B,H02,2024-05-26 11:30:00,979.694,196.949,0.273,18.968
Basin_C,H03,2024-06-29 17:30:00,3097.492,97.532,0.0,13.173
Basin_A,H01,2024-06-08 22:45:00,1250.233,247.173,0.262,18.836
Basin_A,H01,2024-05-07 13:30:00,1251.849,283.875,0.489,20.832
Basin_B,H02,2024-02-18 12:00:00,981.404,234.045,0.416,18.805
Basin_C,H03,2024-01-22 23:45:00,3101.014,164.061,0.405,14.835
Basin_C,H03,2024-07-13 18:00:00,3096.948,93.072,0.091,12.642
Basin_A,H01,2024-11-21 23:30:00,1249.334,173.57,0.0,14.584
Basin_C,H03,2024-08-13 17:15:00,3095.0,81.082,0.031,11.237
Basin_A,H01,2024-09-04 14:45:00,1249.731,151.558,0.185,13.575
Basin_C,H03,2024-08-17 17:15:00,3094.842,78.725,0.0,10.181
Basin_C,H03,2024-02-16 13:45:00,3100.749,154.694,0.738,16.777
Basin_C,H03,2024-02-10 03:45:00,3100.669,160.863,0.486,15.913
Basin_B,H02,2024-08-15 13:45:00,981.81,124.596,0.435,13.055
Basin_A,H01,2024-06-10 02:15:00,1250.441,256.36,0.252,18.746
Basin_C,H03,2024-10-28 05:30:00,3095.892,103.126,0.264,10.465
Basin_C,H03,2024-03-05 13:15:00,3100.8,161.321,0.708,17.108
Basin_A,H01,2024-05-31 12:00:00,1250.924,266.168,0.502,20.013
Basin_A,H01,2024-09-03 23:00:00,1249.705,146.992,0.318,14.233
Basin_B,H02,2024-06-16 21:30:00,979.819,172.681,0.26,17.463
Basin_C,H03,2024-07-16 00:15:00,3096.644,97.856,0.551,13.137
Basin_B,H02,2024-11-02 07:45:00,979.936,124.849,0.078,13.044
Basin_B,H02,2024-05-20 16:30:00,980.267,208.968,0.22,18.491
Basin_B,H02,2024-07-02 10:45:00,980.152,154.461,0.37,15.577
Basin_A,H01,2024-04-22 16:15:00,1252.747,293.027,0.921,22.151
Basin_C,H03,2024-06-22 19:30:00,3097.015,103.354,0.439,14.339
Basin_C,H03,2024-04-19 04:45:00,3100.936,135.809,0.272,16.503
Basin_C,H03,2024-07-28 17:00:00,3095.857,87.016,0.0,11.495
Basin_B,H02,2024-01-07 20:00:00,980.052,185.99,0.324,17.275
Basin_A,H01,2024-08-29 01:45:00,1250.176,162.253,0.288,14.202
Basin_B,H02,2024-12-31 15:15:00,980.94,195.786,0.593,16.043
Basin_A,H01,2024-04-30 21:00:00,1252.052,284.069,0.977,20.946
Basin_B,H02,2024-02-02 02:45:00,981.431,221.333,0.678,18.226
Basin_B,H02,2024-12-09 16:45:00,980.638,170.144,0.34,15.536
Basin_B,H02,2024-03-22 05:30:00,982.284,240.75,0.494,19.685
Basin_A,H01,2024-07-13 23:15:00,1248.84,197.028,0.131,16.813
Basin_B,H02,2024-02-15 04:15:00,981.066,225.422,0.497,18.667
Basin_A,H01,2024-06-11 12:15:00,1249.766,241.273,0.454,19.475
Basin_C,H03,2024-02-18 04:15:00,3101.074,159.811,0.394,16.842
Basin_A,H01,2024-05-09 10:00:00,1251.836,278.861,0.46,22.212
Basin_A,H01,2024-08-08 18:30:00,1250.145,176.487,0.351,16.134
Basin_B,H02,2024-01-22 00:45:00,980.805,214.776,0.378,17.435
Basin_A,H01,2024-05-20 16:30:00,1251.022,276.133,0.458,21.542
Basin_B,H02,2024-08-15 03:00:00,981.839,120.396,0.394,12.768
Basin_C,H03,2024-06-11 11:30:00,3097.677,110.637,0.728,15.647
Basin_A,H01,2024-04-24 04:45:00,1252.694,292.568,0.557,20.875
Basin_C,H03,2024-11-04 03:00:00,3095.565,93.235,0.173,10.452
Basin_C,H03,2024-01-29 15:30:00,3100.73,159.49,1.274,16.298
Basin_C,H03,2024-04-18 15:00:00,3101.324,155.259,0.276,18.434
Basin_C,H03,2024-07-21 03:45:00,3096.334,90.764,0.578,13.375
Basin_C,H03,2024-07-18 10:00:00,3096.467,96.609,0.221,12.314
Basin_B,H02,2024-09-21 04:45:00,980.095,118.717,0.235,12.169
Basin_A,H01,2024-11-17 16:00:00,1249.609,162.93,0.035,15.368
Basin_A,H01,2024-09-19 22:45:00,1250.04,150.339,0.0,13.91
Basin_B,H02,2024-03-10 07:15:00,981.785,245.756,0.451,20.707
Basin_C,H03,2024-02-08 02:15:00,3100.453,149.259,1.101,17.165
Basin_A,H01,2024-10-18 07:00:00,1250.014,145.119,0.004,14.85
Basin_C,H03,2024-02-09 10:00:00,3100.492,154.158,0.92,16.988
Basin_C,H03,2024-03-15 06:15:00,3101.528,166.613,0.355,17.695
Basin_B,H02,2024-04-27 05:45:00,981.62,225.369,0.376,19.572
Basin_B,H02,2024-09-12 06:00:00,980.925,118.295,0.0,12.786
Basin_B,H02,2024-07-30 19:15:00,981.742,152.22,0.0,14.195
Basin_B,H02,2024-02-05 20:45:00,981.475,227.4,0.381,18.303
Basin_C,H03,2024-07-16 18:45:00,3096.005,73.124,0.0,13.084
Basin_C,H03,2024-12-10 15:15:00,3095.258,122.608,0.296,13.769
Basin_B,H02,2024-04-24 15:15:00,981.963,226.665,0.533,20.524
Basin_C,H03,2024-12-05 07:45:00,3095.375,109.456,0.303,13.091
Basin_C,H03,2024-08-05 17:45:00,3095.365,80.181,0.047,12.341
Basin_B,H02,2024-03-27 01:00:00,982.301,234.832,0.879,20.589
Basin_C,H03,2024-11-03 10:45:00,3095.804,94.596,0.139,11.202
Basin_A,H01,2024-06-28 16:15:00,1249.135,230.137,0.186,18.495
Basin_B,H02,2024-04-11 23:00:00,982.188,225.12,0.415,19.787
Basin_B,H02,2024-06-09 00:15:00,980.123,184.785,0.297,16.702
Basin_C,H03,2024-10-22 16:30:00,3095.812,89.429,0.133,9.392
Basin_A,H01,2024-07-07 11:15:00,1248.849,208.069,0.123,17.991
Basin_C,H03,2024-08-18 02:00:00,3094.941,77.149,1.061,10.56
Basin_A,H01,2024-01-21 11:30:00,1250.476,245.978,0.462,18.997
Basin_A,H01,2024-01-10 00:30:00,1250.313,234.869,0.888,17.81
Basin_A,H01,2024-10-26 10:15:00,1249.875,156.546,0.377,14.04
Basin_A,H01,2024-10-30 00:15:00,1250.005,148.845,0.048,13.904
Basin_B,H02,2024-03-08 17:15:00,981.142,228.079,0.427,20.202
Basin_B,H02,2024-03-14 16:00:00,981.881,241.581,0.479,20.169
Basin_A,H01,2024-06-07 09:30:00,1250.501,253.791,0.636,19.41
Basin_B,H02,2024-05-02 15:15:00,981.101,209.282,0.545,19.463
Basin_C,H03,2024-01-21 14:00:00,3100.822,159.298,0.494,16.85
Basin_B,H02,2024-05-08 17:45:00,980.834,219.275,0.234,20.636
Basin_C,H03,2024-05-19 12:15:00,3098.639,122.7,0.24,16.988
Basin_B,H02,2024-11-01 13:00:00,980.217,132.06,0.07,11.992
Basin_A,H01,2024-04-16 01:30:00,1252.654,298.711,0.512,22.577
Basin_C,H03,2024-12-09 21:00:00,3095.191,122.31,0.317,11.901
Basin_A,H01,2024-08-08 19:00:00,1249.837,163.128,0.485,15.455
Basin_A,H01,2024-05-15 20:15:00,1251.326,272.689,0.51,20.866
Basin_B,H02,2024-03-31 15:00:00,982.195,233.09,0.569,19.421
Basin_C,H03,2024-11-25 07:15:00,3095.171,114.605,1.336,12.054
Basin_B,H02,2024-07-29 06:30:00,981.494,136.864,0.0,14.426
Basin_A,H01,2024-04-24 17:30:00,1252.584,296.468,1.032,21.65
Basin_B,H02,2024-11-19 21:30:00,980.252,143.859,0.588,13.181
Basin_B,H02,2024-05-12 10:15:00,980.37,204.585,0.446,19.039
Basin_C,H03,2024-11-11 14:30:00,3094.757,106.573,0.208,10.734
Basin_C,H03,2024-08-21 13:45:00,3095.044,76.58,0.0,10.604
Basin_A,H01,2024-03-20 12:15:00,1252.551,299.73,0.957,21.49
Basin_B,H02,2024-02-18 23:45:00,981.21,223.718,0.444,19.585
Basin_C,H03,2024-11-12 06:00:00,3094.757,108.878,0.183,11.217
Basin_C,H03,2024-11-06 21:15:00,3094.728,99.466,0.291,10.06
Basin_B,H02,2024-07-05 11:15:00,980.451,152.439,0.103,15.935
Basin_A,H01,2024-10-16 12:45:00,1249.765,152.693,0.0,14.835
Basin_A,H01,2024-02-04 13:45:00,1250.508,277.452,0.814,20.26
Basin_A,H01,2024-06-05 16:15:00,1250.046,245.361,0.253,19.584
Basin_A,H01,2024-07-15 19:15:00,1249.208,214.652,0.723,16.793
Basin_B,H02,2024-11-18 11:30:00,980.776,145.355,0.4,13.438
Basin_B,H02,2024-08-14 01:30:00,981.706,119.171,0.0,13.885
Basin_A,H01,2024-09-09 04:30:00,1249.05,143.163,0.0,14.26
Basin_C,H03,2024-09-05 20:00:00,3094.483,72.22,0.335,10.672
Basin_B,H02,2024-09-25 10:15:00,978.914,122.289,0.0,12.641
Basin_A,H01,2024-05-25 02:00:00,1251.35,273.617,0.697,19.715
Basin_A,H01,2024-01-03 01:45:00,1249.989,217.106,0.254,17.892
Basin_B,H02,2024-11-26 17:15:00,980.797,152.467,0.32,13.614
Basin_B,H02,2024-12-21 17:45:00,980.843,179.602,0.867,15.173
Basin_A,H01,2024-04-04 01:30:00,1253.115,296.789,0.733,21.153
Basin_C,H03,2024-04-03 22:15:00,3101.464,158.01,0.323,18.455
Basin_C,H03,2024-02-07 08:00:00,3100.804,166.956,0.411,16.297
Basin_B,H02,2024-03-18 04:45:00,982.5,233.442,0.615,19.792
Basin_B,H02,2024-06-04 04:15:00,979.444,189.564,0.47,17.782
Basin_A,H01,2024-02-02 23:30:00,1250.031,258.986,0.303,20.51
Basin_A,H01,2024-04-01 03:45:00,1253.094,300.241,0.653,22.243
Basin_A,H01,2024-11-01 19:45:00,1250.152,151.972,0.034,14.631
Basin_C,H03,2024-01-17 13:30:00,3101.106,152.388,0.403,15.773
Basin_A,H01,2024-10-02 10:45:00,1249.807,148.398,0.277,14.704
Basin_B,H02,2024-04-16 10:15:00,981.968,227.666,0.417,19.649
Basin_A,H01,2024-01-13 18:00:00,1249.818,235.93,0.459,19.544
Basin_C,H03,2024-06-16 21:15:00,3097.255,111.808,0.0,15.735
Basin_C,H03,2024-10-03 07:00:00,3095.672,88.67,0.169,9.706
Basin_A,H01,2024-11-20 04:15:00,1249.295,175.004,0.079,14.988
Basin_A,H01,2024-03-25 17:30:00,1252.618,287.339,0.929,22.202
Basin_C,H03,2024-05-28 17:15:00,3097.337,120.128,0.045,16.886
Basin_C,H03,2024-03-26 03:00:00,3101.473,156.359,0.337,18.834
Basin_A,H01,2024-05-31 14:45:00,1250.583,251.025,0.576,20.196
Basin_C,H03,2024-09-29 17:30:00,3095.305,87.944,0.736,10.165
Basin_B,H02,2024-04-05 09:45:00,982.189,222.34,0.478,20.023
Basin_A,H01,2024-11-17 03:30:00,1249.781,175.243,0.214,15.03
Basin_C,H03,2024-02-01 20:00:00,3100.883,160.535,0.63,16.412
Basin_A,H01,2024-01-02 17:00:00,1250.057,228.423,0.154,17.233
Basin_C,H03,2024-03-17 04:00:00,3101.238,154.343,0.538,17.972
Basin_C,H03,2024-03-08 21:30:00,3100.891,156.83,0.428,17.269
Basin_C,H03,2024-09-12 14:00:00,3094.821,73.723,0.0,10.471
Basin_B,H02,2024-10-01 02:00:00,978.784,111.247,0.107,12.246
Basin_A,H01,2024-11-23 12:15:00,1249.298,176.565,0.327,16.057
Basin_B,H02,2024-06-28 09:30:00,979.393,154.26,0.039,16.315
Basin_A,H01,2024-11-19 17:45:00,1249.293,169.61,0.0,15.3
Basin_B,H02,2024-06-22 16:15:00,979.772,170.476,0.195,16.255
Basin_C,H03,2024-09-01 15:15:00,3094.172,60.085,0.248,10.442
Basin_B,H02,2024-12-31 19:15:00,980.778,189.879,0.264,16.772
Basin_A,H01,2024-09-21 08:15:00,1249.78,147.58,0.383,13.435
Basin_A,H01,2024-03-04 00:00:00,1252.004,280.507,0.909,21.947
Basin_B,H02,2024-09-09 11:30:00,981.336,118.873,0.0,11.172
Basin_A,H01,2024-04-24 09:00:00,1252.288,276.764,0.437,22.6
Basin_C,H03,2024-07-11 08:45:00,3097.048,92.953,0.0,13.143
Basin_A,H01,2024-02-17 01:15:00,1250.875,278.573,0.754,21.298
Basin_B,H02,2024-08-28 13:30:00,981.109,114.124,0.497,13.462
Basin_B,H02,2024-06-30 20:45:00,979.958,162.661,0.406,16.167
Basin_C,H03,2024-12-18 22:00:00,3094.243,131.896,0.559,14.232
Basin_A,H01,2024-07-19 22:45:00,1249.635,197.351,0.461,15.678
Basin_C,H03,2024-10-29 09:00:00,3095.568,97.992,0.151,11.01
Basin_C,H03,2024-08-16 15:15:00,3095.13,85.355,0.0,11.151
Basin_C,H03,2024-12-24 10:45:00,3094.872,133.032,0.666,14.657
Basin_C,H03,2024-06-15 04:45:00,3097.729,107.916,0.22,15.242
Basin_B,H02,2024-06-14 10:15:00,980.078,183.38,0.355,18.078
Basin_A,H01,2024-11-04 01:15:00,1250.118,163.672,0.316,14.232
Basin_B,H02,2024-08-18 20:45:00,981.792,122.994,0.0,12.97
Basin_B,H02,2024-01-08 03:30:00,980.443,206.99,0.39,16.303
Basin_B,H02,2024-10-06 21:45:00,978.511,115.192,0.0,10.77
